City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
343,Svetlogorsk,52.63,29.73,57.65,79,88,10.02,BY,overcast clouds
344,Ginda,30.69,78.49,58.62,48,0,5.23,IN,clear sky
345,Katherine,-14.47,132.27,78.8,44,100,5.82,AU,overcast clouds
346,Svetlyy,54.67,20.13,60.8,82,70,15.66,RU,broken clouds
347,Arrecife,28.96,-13.55,73.4,83,75,13.87,ES,light intensity drizzle
348,Saint-Joseph,-21.37,55.62,73.4,78,75,17.22,RE,broken clouds
349,Khasan,42.43,130.64,51.24,84,0,3.96,RU,clear sky
350,Laguna,38.42,-121.42,86.0,42,1,5.82,US,haze
351,Vestmanna,62.16,-7.17,48.2,100,100,6.93,FO,light intensity drizzle
352,Usogorsk,63.41,48.69,33.6,90,0,3.13,RU,clear sky
353,Arlit,18.74,7.39,98.31,19,39,12.39,NE,scattered clouds
354,Wynyard,-41.0,145.72,53.01,90,100,4.0,AU,light rain
355,Mormugao,15.4,73.8,78.8,88,75,5.82,IN,heavy intensity rain
356,Chicama,-7.84,-79.15,72.09,60,87,10.98,PE,overcast clouds
357,Cabo San Lucas,22.89,-109.91,91.99,52,5,11.41,MX,clear sky
358,Kyra,49.58,111.98,25.92,88,29,7.36,RU,scattered clouds
359,Puerto Quijarro,-17.78,-57.77,104.16,17,100,3.83,BO,overcast clouds
360,Yatou,37.15,122.38,57.65,76,6,4.7,CN,clear sky
361,Esmeraldas,-19.76,-44.31,95.0,20,88,13.87,BR,overcast clouds
362,Solwezi,-12.17,26.39,65.07,30,0,1.12,ZM,clear sky
363,Moose Factory,51.26,-80.61,41.0,56,90,9.17,CA,overcast clouds
364,Onguday,50.75,86.15,34.14,83,0,2.04,RU,clear sky
365,Mayo,38.89,-76.51,66.99,55,1,5.82,US,clear sky
366,Saint Paul,44.94,-93.09,53.01,46,90,4.7,US,overcast clouds
367,Camacha,33.08,-16.33,69.8,88,75,12.75,PT,shower rain
368,Yarmouth,41.71,-70.23,64.99,52,20,5.82,US,few clouds
369,Nioro,13.35,-15.75,82.42,77,46,5.75,GM,light rain
370,Abakaliki,6.32,8.12,77.76,88,99,6.02,NG,light rain
371,Goma,-1.68,29.22,66.61,66,46,1.34,CD,scattered clouds
372,Hanna,51.63,-111.9,66.0,30,0,7.0,CA,clear sky
373,Pombal,-6.77,-37.8,97.16,17,58,11.92,BR,broken clouds
374,Dunedin,-45.87,170.5,55.0,88,75,4.0,NZ,broken clouds
375,Zhangye,38.93,100.45,44.38,50,0,1.25,CN,clear sky
376,Vanimo,-2.67,141.3,77.4,87,66,5.91,PG,light rain
377,Port Alberni,49.24,-124.8,64.99,93,20,5.82,CA,mist
378,Yulin,22.63,110.15,75.29,93,79,1.5,CN,light rain
379,Milkovo,54.72,158.62,33.66,90,0,1.25,RU,clear sky
380,Zhengjiatun,43.51,123.51,44.22,75,100,14.76,CN,light rain
381,Karla,59.37,24.93,55.0,81,22,11.41,EE,few clouds
382,Husavik,66.04,-17.34,35.6,93,90,3.36,IS,heavy intensity rain
383,Te Anau,-45.42,167.72,53.37,87,79,7.83,NZ,broken clouds
384,Imbituba,-28.24,-48.67,60.8,100,75,13.87,BR,light rain
385,Bulungu,-4.55,18.6,75.4,82,66,3.31,CD,moderate rain
386,Buala,-8.14,159.59,80.19,76,0,4.36,SB,clear sky
387,Tautira,-17.73,-149.15,82.4,69,20,3.36,PF,few clouds
388,Evans,33.53,-82.13,75.0,38,40,6.93,US,scattered clouds
389,Taksimo,56.34,114.88,28.04,89,0,3.04,RU,clear sky
390,Amuntai,-2.42,115.25,71.49,82,100,0.65,ID,overcast clouds
391,Nelson Bay,-32.72,152.15,60.01,93,0,12.59,AU,clear sky
392,Ha Giang,22.83,104.98,77.07,84,99,0.69,VN,overcast clouds
393,Blagoyevo,63.37,47.92,33.78,90,0,3.38,RU,clear sky
394,Vao,-22.67,167.48,69.84,77,2,23.26,NC,clear sky
395,Bridlington,54.08,-0.19,55.4,100,100,6.93,GB,moderate rain
396,Badiraguato,25.37,-107.52,98.01,52,40,3.87,MX,scattered clouds
397,Upernavik,72.79,-56.15,32.74,90,75,13.22,GL,broken clouds
398,Ketchikan,55.34,-131.65,57.56,79,100,2.44,US,overcast clouds
399,Les Cayes,18.2,-73.75,83.44,74,39,14.47,HT,scattered clouds
400,Mackay,-21.15,149.2,71.6,68,75,14.99,AU,broken clouds
401,Anadyr,64.75,177.48,32.0,85,40,4.47,RU,light snow
402,Weihe,33.0,105.32,51.58,75,100,5.99,CN,light rain
403,Taoudenni,22.68,-3.98,96.06,16,0,5.53,ML,clear sky
404,Ancud,-41.87,-73.82,57.2,35,0,5.82,CL,clear sky
405,Gordeyevka,52.96,31.97,54.55,49,97,12.33,RU,overcast clouds
406,Agadez,19.75,10.25,94.59,19,90,10.69,NE,overcast clouds
407,Lipin Bor,60.26,37.98,50.4,92,100,7.61,RU,overcast clouds
408,Dwarka,22.24,68.97,81.32,77,0,9.31,IN,clear sky
409,Abu Kamal,34.45,40.92,75.97,28,0,5.93,SY,clear sky
410,Binzhou,37.37,118.02,55.04,42,1,15.84,CN,light rain
411,Mount Isa,-20.73,139.5,66.2,42,55,9.17,AU,broken clouds
412,Lagoa Vermelha,-28.21,-51.53,61.65,86,90,11.65,BR,light rain
413,Cartagena,10.4,-75.51,84.2,79,40,4.7,CO,scattered clouds
414,Tadine,-21.55,167.88,70.65,76,0,17.11,NC,clear sky
415,Urengoy,65.97,78.37,29.75,94,85,20.74,RU,overcast clouds
416,Saint-Georges,12.06,-61.75,86.0,70,40,11.41,GD,scattered clouds
417,Sitka,57.05,-135.33,53.6,87,75,8.05,US,mist
418,Anchorage,61.22,-149.9,53.01,53,90,8.05,US,light rain
419,Exeter,50.72,-3.53,51.01,94,100,17.47,GB,overcast clouds
420,Belaya Gora,68.53,146.42,29.07,78,95,11.81,RU,overcast clouds
421,Ngunguru,-35.62,174.5,46.99,95,0,4.0,NZ,clear sky
422,Laurel,39.1,-76.85,68.0,39,1,6.44,US,clear sky
423,Bodden Town,19.28,-81.25,86.0,84,40,11.41,KY,scattered clouds
424,Huarmey,-10.07,-78.15,68.83,67,6,13.27,PE,clear sky
425,Liku,-0.73,119.89,75.16,84,100,2.08,ID,heavy intensity rain
426,Haines Junction,60.75,-137.51,46.58,69,100,9.46,CA,overcast clouds
427,Inuvik,68.35,-133.72,42.8,93,75,2.24,CA,light intensity shower rain
428,Nhulunbuy,-12.23,136.77,77.0,78,90,4.7,AU,overcast clouds
429,Palauig,15.44,119.9,80.85,73,87,4.23,PH,overcast clouds
430,Anklam,53.86,13.69,60.01,88,15,1.01,DE,few clouds
431,Pacific Grove,36.62,-121.92,80.6,64,20,3.36,US,haze
432,Juegang,32.32,121.19,66.87,92,100,10.76,CN,moderate rain
433,Lihula,58.68,23.85,55.99,72,83,7.0,EE,broken clouds
434,Varzea Alegre,-5.35,-40.38,95.41,21,33,7.2,BR,scattered clouds
435,Orlik,52.52,99.83,23.13,79,37,2.15,RU,scattered clouds
436,Wanxian,30.8,108.39,64.27,85,100,6.02,CN,light rain
437,Manta,-0.95,-80.73,77.0,78,40,10.29,EC,scattered clouds
438,Angoche,-16.23,39.91,75.0,87,0,4.0,MZ,clear sky
439,Taquari,-29.8,-51.86,57.0,89,100,5.01,BR,overcast clouds
440,Pasni,25.26,63.47,86.49,34,0,11.5,PK,clear sky
441,Matveyevka,52.15,56.18,44.6,75,0,3.85,RU,clear sky
442,Alice,27.75,-98.07,87.8,40,1,8.05,US,clear sky
443,Farah,32.5,62.5,58.95,34,0,5.23,AF,clear sky
444,Goure,13.98,10.27,84.0,54,97,3.0,NE,overcast clouds
445,Bainbridge,47.63,-122.52,57.2,100,90,3.36,US,mist
446,Mayumba,-3.43,10.66,77.2,87,100,7.54,GA,overcast clouds
447,Ocampo,21.65,-101.5,67.05,35,0,9.66,MX,clear sky
448,Novopokrovka,49.84,36.55,53.6,54,46,8.95,UA,scattered clouds
449,Gaoual,11.75,-13.2,76.42,88,100,2.84,GN,overcast clouds
450,Namibe,-15.2,12.15,67.21,67,50,2.57,AO,scattered clouds
451,Iqaluit,63.75,-68.51,33.8,69,90,6.93,CA,overcast clouds
452,Fort Frances,48.6,-93.4,48.0,48,90,3.36,CA,overcast clouds
453,Natal,-5.79,-35.21,82.4,61,61,13.87,BR,broken clouds
454,Maceio,-9.67,-35.74,80.6,74,75,13.87,BR,broken clouds
455,Gualaquiza,-3.4,-78.55,72.86,78,100,1.66,EC,moderate rain
456,Dombarovskiy,50.76,59.54,51.67,70,3,7.49,RU,clear sky
457,Norilsk,69.35,88.2,26.6,92,0,29.08,RU,clear sky
458,Quelimane,-17.88,36.89,77.0,83,53,8.05,MZ,broken clouds
459,Ilawe,7.87,4.43,72.99,97,100,4.07,NG,overcast clouds
460,Ola,59.58,151.28,40.57,82,100,1.45,RU,overcast clouds
461,Kualakapuas,-3.01,114.39,73.4,100,100,1.12,ID,overcast clouds
462,Alta Floresta,-9.88,-56.09,98.91,22,65,1.59,BR,broken clouds
463,Fairfield,41.27,-73.32,66.0,42,20,8.05,US,few clouds
464,Voyvozh,62.89,54.96,30.15,98,0,3.74,RU,clear sky
465,Pidhaytsi,49.27,25.13,64.0,93,62,11.7,UA,broken clouds
466,Kupang,-10.17,123.58,75.87,83,100,7.63,ID,overcast clouds
467,Lakes Entrance,-37.88,147.98,63.0,55,67,9.19,AU,broken clouds
468,Hervey Bay,-25.3,152.85,63.0,74,46,1.01,AU,scattered clouds
469,Jensen Beach,27.25,-80.23,86.0,62,75,4.7,US,broken clouds
470,Natyrbovo,44.73,40.63,58.55,77,1,6.71,RU,clear sky
471,Kidal,18.44,1.41,96.12,23,38,3.74,ML,scattered clouds
472,Vila Franca Do Campo,37.72,-25.43,69.8,83,75,10.29,PT,broken clouds
473,Bucerias,20.75,-105.33,91.99,43,5,5.82,MX,clear sky
474,Piacabucu,-10.41,-36.43,77.56,75,59,10.69,BR,broken clouds
475,Sol-Iletsk,51.16,54.99,53.11,67,0,5.12,RU,clear sky
476,Rorvik,64.86,11.24,54.91,73,0,19.95,NO,clear sky
477,Mancora,-4.11,-81.05,82.4,54,8,13.87,PE,clear sky
478,Brae,60.4,-1.35,55.4,87,100,20.8,GB,overcast clouds
479,Basoko,1.24,23.62,73.94,81,0,3.33,CD,clear sky
480,Labuhan,-6.88,112.21,78.89,78,23,8.01,ID,few clouds
481,Gondanglegi,-7.75,112.01,76.01,81,96,15.46,ID,overcast clouds
482,Sao Filipe,14.9,-24.5,80.46,74,2,17.38,CV,clear sky
483,Todos Santos,23.45,-110.22,84.99,71,0,5.99,MX,clear sky
484,Dudinka,69.41,86.18,26.6,92,5,29.08,RU,clear sky
485,Mezen,65.85,44.24,34.48,89,0,4.32,RU,clear sky
486,Road Town,18.42,-64.62,82.4,83,40,9.17,VG,light rain
487,San Ramon,37.78,-121.98,91.0,20,1,3.22,US,haze
488,Makat,47.65,53.35,59.27,31,0,7.65,KZ,clear sky
489,Boguchany,58.38,97.45,38.98,90,100,5.08,RU,overcast clouds
490,Gimli,50.63,-96.99,52.0,99,76,3.0,CA,broken clouds
491,Borogontsy,62.67,131.17,25.43,95,0,3.76,RU,clear sky
492,Manadhoo,5.77,73.38,81.95,75,100,11.45,MV,overcast clouds
493,Huancavelica,-12.77,-74.98,46.09,70,99,9.78,PE,light rain
494,Northam,51.03,-4.22,54.0,88,100,8.99,GB,overcast clouds
495,Jalu,29.03,21.55,88.0,20,0,10.67,LY,clear sky
496,Gayeri,12.65,0.49,76.62,65,100,17.83,BF,moderate rain
497,Jintur,19.62,76.7,74.8,63,100,6.67,IN,overcast clouds
498,Kirakira,-10.45,161.92,78.71,80,2,6.89,SB,clear sky
499,Penzance,50.12,-5.54,51.8,66,47,21.92,GB,scattered clouds
500,Tokur,53.13,132.9,37.04,95,100,5.08,RU,light rain
501,Puerto Escondido,15.85,-97.07,86.0,62,40,8.05,MX,scattered clouds
502,Geraldton,-28.77,114.6,39.2,86,0,4.7,AU,clear sky
503,Zhigansk,66.77,123.37,31.55,99,100,16.8,RU,overcast clouds
504,Waipawa,-41.41,175.52,57.2,82,37,25.28,NZ,scattered clouds
505,Majdanpek,44.43,21.95,77.0,48,11,10.0,RS,few clouds
506,Tura,25.52,90.22,73.78,93,0,2.15,IN,clear sky
507,Filadelfia,39.95,-75.16,66.99,42,20,3.36,US,few clouds
508,Mporokoso,-9.37,30.12,67.21,37,31,2.66,ZM,scattered clouds
509,Celestun,20.87,-90.4,81.9,72,100,27.47,MX,light rain
510,Paddhari,22.43,70.6,79.81,79,0,7.76,IN,clear sky
511,Petrolina De Goias,-16.09,-49.34,102.2,10,0,8.05,BR,clear sky
512,Darapidap,17.21,120.41,78.82,81,51,4.0,PH,broken clouds
513,Omsukchan,62.53,155.8,29.41,93,15,0.96,RU,few clouds
514,Loiza,18.43,-65.88,84.2,78,75,12.75,PR,shower rain
515,Sandviken,60.62,16.77,53.01,92,85,1.01,SE,overcast clouds
516,Okhotsk,59.38,143.3,42.89,70,100,3.74,RU,overcast clouds
517,Provideniya,64.38,-173.3,37.06,79,66,9.53,RU,broken clouds
518,Morlaix,48.58,-4.0,51.8,81,75,16.11,FR,broken clouds
519,Roma,43.21,-75.46,55.0,58,90,10.29,US,overcast clouds
520,Luangwa,-15.62,30.42,78.62,34,0,3.36,ZM,clear sky
521,Aleksandrovka,46.84,32.76,62.6,88,70,6.71,UA,broken clouds
522,Sarkand,45.41,79.92,48.18,49,61,2.91,KZ,broken clouds
523,Ilhabela,-23.78,-45.36,73.98,88,75,6.89,BR,broken clouds
524,Yurino,56.29,46.3,50.0,61,0,4.47,RU,clear sky
525,West Bay,19.37,-81.42,86.0,84,40,11.41,KY,scattered clouds
526,Krasnoselkup,65.7,82.47,29.86,98,100,25.3,RU,overcast clouds
527,Tecoanapa,16.52,-98.75,85.87,53,96,8.61,MX,overcast clouds
528,Broken Hill,-31.95,141.43,77.0,25,82,14.99,AU,broken clouds
529,Kokopo,-4.35,152.26,78.22,84,22,10.96,PG,few clouds
530,Chitral,35.85,71.79,62.28,37,0,0.69,PK,clear sky
531,Thohoyandou,-22.95,30.48,65.91,81,7,1.39,ZA,clear sky
532,Nantucket,41.28,-70.1,68.0,45,75,9.17,US,broken clouds
533,Grindavik,63.84,-22.43,42.8,87,75,13.87,IS,shower rain
534,Kununurra,-15.77,128.73,77.0,100,21,6.93,AU,few clouds
535,Urumqi,43.8,87.6,48.2,42,100,4.47,CN,overcast clouds
536,Shubarkuduk,49.14,56.49,51.87,39,0,4.65,KZ,clear sky
537,Lata,40.16,-8.33,61.0,71,23,5.01,PT,few clouds
538,Stornoway,58.21,-6.39,50.0,93,100,6.93,GB,light rain
539,Ust-Koksa,50.27,85.61,32.76,89,0,1.32,RU,clear sky
540,Osa,57.28,55.46,38.14,78,42,6.62,RU,scattered clouds
541,Marevo,57.31,32.08,55.17,69,100,10.07,RU,overcast clouds
542,Opuwo,-18.06,13.84,66.96,24,67,4.47,NA,broken clouds
543,Adrar,20.5,-10.07,91.98,18,0,11.61,MR,clear sky
544,Baykit,61.67,96.37,39.56,89,100,5.59,RU,light rain
545,Ayagoz,47.97,80.44,39.42,70,0,3.49,KZ,clear sky
546,Flin Flon,54.77,-101.86,48.2,57,75,6.93,CA,broken clouds
547,Cockburn Town,21.46,-71.14,87.8,62,40,17.22,TC,scattered clouds
548,Begoro,6.39,-0.38,70.45,99,48,4.29,GH,scattered clouds
549,Ceyhan,37.02,35.82,78.01,73,0,3.36,TR,clear sky
550,La Baule-Escoublac,47.29,-2.36,53.6,76,75,20.8,FR,broken clouds
551,Menemen,38.61,27.07,71.6,60,19,2.24,TR,few clouds
552,Pimentel,-6.84,-79.93,73.4,60,95,20.8,PE,overcast clouds
553,Rabo De Peixe,37.8,-25.58,69.8,83,75,10.29,PT,broken clouds
554,Akdepe,42.06,59.38,51.8,43,7,6.93,TM,clear sky
555,Saint-Pierre,-21.34,55.48,73.4,78,75,17.22,RE,broken clouds
556,Balgarovo,42.62,27.3,70.0,82,12,11.41,BG,few clouds
557,Jhelum,32.93,73.73,74.55,27,0,2.62,PK,clear sky
558,Derzhavinsk,51.1,66.32,51.31,47,62,5.75,KZ,broken clouds
559,Madang,-5.22,145.8,76.24,89,78,1.3,PG,broken clouds
560,Corn Island,12.17,-83.04,82.09,72,30,2.46,NI,scattered clouds
561,Inirida,3.87,-67.92,89.94,56,66,0.38,CO,heavy intensity rain
562,Khani,41.96,42.96,60.8,100,40,4.7,GE,scattered clouds
563,Abha,18.22,42.51,68.0,17,0,6.93,SA,clear sky
564,Kropotkin,45.44,40.58,60.6,55,54,9.13,RU,broken clouds
565,Bellevue,47.61,-122.2,57.2,87,90,3.02,US,mist
566,Novyy Urengoy,66.08,76.63,30.9,93,3,20.83,RU,clear sky
567,Santa Maria,-29.68,-53.81,54.95,82,95,16.98,BR,overcast clouds
568,Prieska,-29.66,22.75,60.01,33,0,4.32,ZA,clear sky
569,Palana,59.12,159.97,34.72,86,37,6.87,RU,scattered clouds
570,Port-Gentil,-0.72,8.78,78.8,88,40,9.17,GA,scattered clouds
571,Rio Grande,-32.03,-52.1,55.99,78,100,5.01,BR,overcast clouds
572,Severnoye,56.35,78.36,48.52,87,100,6.46,RU,overcast clouds
573,Pekan,3.48,103.4,78.8,88,20,4.7,MY,few clouds
574,Hambantota,6.12,81.12,78.8,88,20,9.17,LK,few clouds
575,Amzya,56.24,54.39,43.03,70,83,9.24,RU,broken clouds
576,Kedgwick,47.64,-67.34,50.74,67,100,6.02,CA,overcast clouds
577,Weiser,44.25,-116.97,79.0,28,1,4.7,US,clear sky
578,Baghdad,33.34,44.4,84.2,30,0,4.7,IQ,clear sky
579,Kaeo,-35.1,173.78,46.99,95,0,4.0,NZ,clear sky
580,Hastings,50.86,0.57,55.0,77,100,1.01,GB,overcast clouds
581,Lavrentiya,65.58,-171.0,37.63,79,93,17.65,RU,overcast clouds
582,Acajutla,13.59,-89.83,84.2,66,40,3.36,SV,scattered clouds
583,Maneadero,31.72,-116.57,89.65,25,0,6.85,MX,clear sky
584,Coos Bay,43.37,-124.22,61.0,93,90,5.82,US,overcast clouds
585,Yara,20.28,-76.95,87.98,69,18,6.55,CU,few clouds
586,Nebbi,2.48,31.09,66.67,85,100,5.06,UG,light rain
587,Kalmunai,7.42,81.82,80.28,72,100,4.72,LK,overcast clouds
588,Zyryanskoye,56.83,86.63,45.21,81,98,13.11,RU,overcast clouds
589,Novogornyy,55.63,60.79,42.8,81,40,4.47,RU,scattered clouds
590,Lufilufi,-13.87,-171.6,77.0,94,90,16.11,WS,overcast clouds
591,Danielskuil,-28.19,23.54,48.9,45,0,7.72,ZA,clear sky
592,Kovdor,67.57,30.48,41.58,95,63,5.28,RU,broken clouds
593,Thaton,16.92,97.37,77.18,92,100,1.74,MM,light rain
594,Tarata,-17.62,-66.02,80.6,21,20,11.41,BO,few clouds
595,Dale,38.17,-86.99,66.2,39,20,3.36,US,haze
596,Zambezi,-13.54,23.1,75.94,30,0,3.58,ZM,clear sky
597,Tumen,42.97,129.84,44.04,77,0,1.36,CN,clear sky
598,Robore,-18.33,-59.75,89.6,41,53,5.59,BO,broken clouds
599,Jardim,-21.48,-56.14,102.81,19,54,9.4,BR,broken clouds
600,Bayshore Gardens,27.43,-82.59,80.6,74,75,10.29,US,moderate rain
601,Nueva Guinea,11.69,-84.46,83.46,78,99,11.63,NI,overcast clouds
602,Shiliguri,26.7,88.43,77.41,88,91,3.18,IN,overcast clouds
603,Tra Vinh,9.93,106.35,77.27,93,100,3.83,VN,overcast clouds
604,The Valley,18.22,-63.06,84.2,83,20,6.93,AI,few clouds
605,Buenos Aires,-34.61,-58.38,54.0,57,40,21.92,AR,scattered clouds
606,Nikki,9.94,3.21,73.54,90,37,4.32,BJ,scattered clouds
607,Pouembout,-21.13,164.9,66.2,73,0,8.84,NC,clear sky
608,Kasama,-10.21,31.18,70.57,31,0,8.39,ZM,clear sky
609,San Carlos De Bariloche,-41.15,-71.31,39.2,55,75,8.05,AR,light snow
610,Petatlan,17.52,-101.27,91.4,55,40,9.17,MX,scattered clouds
611,Beyneu,45.32,55.2,54.18,40,0,5.28,KZ,clear sky
612,Marsa Matruh,31.35,27.25,77.0,69,0,5.82,EG,clear sky
613,Havre-Saint-Pierre,50.23,-63.6,51.8,66,1,16.11,CA,clear sky
614,Zhezkazgan,47.8,67.71,49.8,63,13,6.85,KZ,few clouds
615,Winona,43.97,-91.77,50.0,48,75,3.36,US,broken clouds
616,Jingcheng,32.01,120.26,64.99,95,100,1.99,CN,light rain
617,Turukhansk,65.82,87.98,42.62,95,100,5.82,RU,light rain
618,Tshane,-24.02,21.87,67.17,20,11,10.25,BW,few clouds
619,Alyangula,-13.85,136.42,73.4,83,75,6.15,AU,broken clouds
620,Lafiagi,8.87,5.42,77.11,88,59,1.9,NG,moderate rain
621,Calabaca,14.3,122.43,79.68,86,44,4.43,PH,scattered clouds
622,Limbang,4.75,115.0,77.0,94,75,4.7,MY,broken clouds
623,Bilma,18.69,12.92,92.73,14,0,6.64,NE,clear sky
624,Springdale,36.19,-94.13,71.6,46,20,12.75,US,few clouds
625,Luanda,-8.84,13.23,75.2,78,20,11.41,AO,few clouds
626,Entre Rios,-11.94,-38.08,77.54,67,36,8.41,BR,scattered clouds
627,Landerneau,48.45,-4.25,51.8,81,75,16.11,FR,broken clouds
628,Terrak,65.09,12.37,59.0,51,0,11.41,NO,clear sky
629,Le Vauclin,14.55,-60.84,86.0,70,20,11.41,MQ,few clouds
630,Asfi,32.3,-9.24,66.2,66,0,21.54,MA,clear sky
631,Vysha,53.85,42.38,52.92,72,100,4.81,RU,overcast clouds
632,Kristiinankaupunki,62.27,21.38,53.6,77,2,11.5,FI,clear sky
633,Beian,63.66,9.57,57.2,62,0,18.34,NO,clear sky
634,Emmett,43.87,-116.5,79.0,27,0,3.36,US,clear sky
635,Sucua,-2.47,-78.17,66.2,93,90,4.7,EC,light intensity drizzle rain
636,Sudak,44.85,34.97,65.32,64,100,2.57,UA,overcast clouds
637,Cambridge,43.36,-80.31,53.01,57,75,6.93,CA,broken clouds
638,Glenluce,54.88,-4.81,48.99,93,100,3.0,GB,light rain
639,Tabuk,17.42,121.44,72.73,81,19,1.97,PH,few clouds
640,Nakano,36.75,138.37,59.0,92,100,1.01,JP,overcast clouds
641,Coihaique,-45.58,-72.07,59.0,22,0,4.7,CL,clear sky
642,Anse-Bertrand,16.47,-61.51,86.0,70,100,11.41,GP,overcast clouds
643,Burns Lake,54.23,-125.75,66.36,53,79,2.51,CA,broken clouds
644,Mbini,1.57,9.61,80.6,88,40,6.93,GQ,scattered clouds
645,Natalio,-26.72,-55.08,83.64,48,7,6.98,PY,clear sky
646,Ucluelet,48.93,-125.55,59.0,100,90,3.36,CA,mist
647,Metu,8.3,35.58,59.27,98,100,2.42,ET,light rain
648,Patan,27.67,85.33,69.8,88,75,2.24,NP,broken clouds
649,Pokhara,28.23,83.98,68.67,55,0,4.12,NP,clear sky
650,Black Forest,39.01,-104.7,64.4,27,1,4.7,US,clear sky
651,Bonthe,7.53,-12.51,78.44,87,100,7.61,SL,light rain
652,Morehead,37.27,-87.18,69.8,34,40,4.21,US,scattered clouds
653,Kungurtug,50.6,97.52,24.66,75,75,1.12,RU,broken clouds
654,Hirado,33.36,129.55,73.0,65,100,1.36,JP,overcast clouds
655,Grand Gaube,-20.01,57.66,69.01,80,0,9.91,MU,clear sky
656,Hirara,24.8,125.28,79.72,69,88,9.31,JP,overcast clouds
657,Varadero,23.15,-81.25,84.2,79,75,2.24,CU,broken clouds
658,Itororo,-15.12,-40.07,86.41,35,0,6.67,BR,clear sky
659,Mogocha,53.73,119.77,30.96,95,100,7.96,RU,overcast clouds
660,Sambava,-14.27,50.17,74.28,81,60,7.45,MG,broken clouds
661,Ajaccio,42.0,8.92,57.2,87,100,5.82,FR,overcast clouds
662,Mackenzie,55.3,-123.17,60.8,72,20,11.41,CA,few clouds
663,Sioux Lookout,50.1,-91.92,41.0,52,75,4.7,CA,broken clouds
664,Mountain Home,43.13,-115.69,71.6,24,20,4.7,US,few clouds
665,Ashland,40.82,-82.27,55.99,50,20,3.36,US,few clouds
666,Chala,-7.58,31.27,69.8,46,49,7.76,TZ,scattered clouds
667,Ixtapa,20.7,-105.2,91.99,43,5,5.82,MX,clear sky
668,Aki,33.5,133.9,69.33,73,99,4.85,JP,overcast clouds
669,Namatanai,-3.67,152.43,80.19,79,99,8.19,PG,light rain
670,Kalmar,56.66,16.36,59.0,93,100,18.34,SE,overcast clouds
671,Tutoia,-2.76,-42.27,81.28,75,69,15.1,BR,broken clouds
672,San Juan,-31.54,-68.54,62.62,33,37,4.32,AR,scattered clouds
673,Noumea,-22.28,166.46,71.01,77,75,3.36,NC,broken clouds
674,Korla,41.76,86.15,52.66,38,0,3.06,CN,clear sky
675,Vila Velha,-20.33,-40.29,84.0,74,0,17.22,BR,clear sky
676,Voh,-20.97,164.7,66.06,74,0,7.38,NC,clear sky
677,Shumyachi,53.86,32.42,52.38,63,100,10.0,RU,overcast clouds
678,Puro,12.48,123.38,80.73,82,99,2.44,PH,moderate rain
679,Tasquillo,20.55,-99.3,69.01,48,33,10.42,MX,scattered clouds
680,Bensonville,6.45,-10.61,75.04,94,100,4.09,LR,light rain
681,Vyartsilya,62.18,30.69,50.04,88,99,7.27,RU,overcast clouds
682,Guerrero,17.67,-100.0,77.02,45,1,5.55,MX,clear sky
683,Bichena,10.45,38.2,54.19,90,88,1.81,ET,light rain
684,Glowno,51.96,19.72,64.99,72,1,9.17,PL,clear sky
685,Aitape,-3.14,142.35,78.01,82,7,6.64,PG,light rain
686,Swan River,52.11,-101.27,47.41,56,35,2.71,CA,scattered clouds
687,Cranbrook,49.5,-115.77,62.6,48,20,4.7,CA,few clouds
688,Shelburne,44.08,-80.2,52.0,61,75,2.24,CA,broken clouds
689,Soyo,-6.13,12.37,76.35,86,95,12.84,AO,overcast clouds
690,Luwingu,-10.26,29.93,69.48,24,57,4.68,ZM,broken clouds
